Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-01-03,91.88777160644531,93.6647160509189,90.90058024840442,93.6647160509189,8164300
2000-01-04,88.29440307617188,91.01905147163515,88.22529967483767,90.6834063794404,8089800
2000-01-05,88.4523696899414,89.41981748342515,86.7149124281747,88.41288202490125,12177900
2000-01-06,87.03082275390625,89.40008290147176,87.03082275390625,88.215452827689,6227200
2000-01-07,92.08521270751953,92.08521270751953,88.49183605383845,88.64978667597828,8066500
2000-01-10,92.40111541748047,92.81573580717429,91.6311061223348,92.40111541748047,5741700
2000-01-11,91.29548645019531,92.30242196251363,90.6636837757995,92.12472746033981,7503700
2000-01-12,90.38726043701172,91.35470817869228,90.26879744823451,91.35470817869228,6907700
2000-01-13,91.61138153076172,92.08523350419668,90.52547075830657,91.27573638291194,5158300
2000-01-14,92.85520935058594,93.1711105518637,92.22340694803039,92.57879579946788,7437300
2000-01-18,92.12467193603516,92.63801129958786,91.72979550253308,91.8285146109086,6488500
2000-01-19,92.875,92.875,91.61139455782313,91.80883290816327,6157900
2000-01-20,91.45344543457031,92.8552577458515,90.86113037346558,92.8552577458515,5800100
2000-01-21,91.2559585571289,91.92724860276768,91.01903265866817,91.92724860276768,6244800
2000-01-24,88.66951751708984,92.14443069522562,88.0772027708167,92.025967745971,7896900
2000-01-25,89.67643737792969,89.67643737792969,87.82051815434419,88.77809349842819,9942500
2000-01-26,88.96571350097656,89.42969358692262,88.51160533175276,89.08417650164365,5158100
2000-01-27,88.61030578613281,89.85416703045686,87.26772539543383,89.61724107915704,10922700
2000-01-28,85.84616088867188,88.49183374034668,85.62897878890753,88.09695719532058,11916200
2000-01-31,88.17591094970703,88.24501432819427,85.29331287566825,85.80665225871626,10768700
2000-02-01,89.04466247558594,89.51851433798373,87.52438775039302,88.29439702678943,8419900
2000-02-02,89.1236343383789,89.87389975815259,88.68927014798362,89.26184112623194,6205900
2000-02-03,90.46623229980469,90.50571996121883,88.45236156768333,89.00518882748135,7997500
2000-02-04,90.09111022949219,90.97958271696253,89.79495273366874,90.46624305753522,4925400
2000-02-07,89.95287322998047,90.20954297361298,89.36055843698236,90.07133618858009,5845800
2000-02-08,91.17698669433594,91.33493729926333,90.74262253078561,90.95980461256077,4936400
2000-02-09,89.2618179321289,91.27568774612519,89.25194602127598,91.27568774612519,8511500
2000-02-10,89.43954467773438,90.0713472008442,89.00518044309638,89.47903233542874,6690600
2000-02-11,87.62311553955078,89.6764738126723,87.20849511901663,89.61724232402456,9849800
2000-02-14,88.13648223876953,88.31417675941222,87.38621648494488,88.31417675941222,8528800
2000-02-15,89.13350677490234,89.22235399618644,87.06040494494006,87.97849289820907,11078300
2000-02-16,87.82052612304688,89.04464316882677,87.69219127147318,88.68925434908421,8845400
2000-02-17,87.36641693115234,88.72874072058725,87.32692928508176,88.72874072058725,7584200
2000-02-18,85.49078369140625,87.74158030591441,85.05641943246609,87.74158030591441,9409200
2000-02-22,85.27359008789062,86.14231848887862,84.36537403231225,85.41179687895689,16415400
2000-02-23,86.28053283691406,86.85310387862357,84.97744012129935,85.6882179661801,12119000
2000-02-24,84.54310607910156,86.57672119496972,84.0889978493446,86.35953899812944,17375000
2000-02-25,84.23701477050781,86.37921941192351,84.10867993023867,85.41177215450998,10559900
2000-02-28,86.00416564941406,86.35955476366783,83.85208712421063,84.26670775750671,13397800
2000-02-29,86.83338165283203,86.83338165283203,85.76721462025974,85.96465295962498,8242500
2000-03-01,87.46514129638672,87.82053013235398,86.695132151791,86.95180186665624,6868000
2000-03-02,87.52436065673828,87.89949326501214,86.77409544019056,87.62307976417877,7600200
2000-03-03,89.16312408447266,89.53825680316287,88.27465185599584,88.728759883884,12770300
2000-03-06,88.29440307617188,89.30133835275613,87.66260054968765,88.96569326056138,11967100
2000-03-07,86.58658599853516,88.55109752671991,85.43157168296923,88.45237835444932,20062000
2000-03-08,86.47798919677734,87.09004802442577,85.31310304093034,86.22131936582801,11808500
2000-03-09,89.00517272949219,89.00517272949219,86.00411100480656,86.71488878170578,5500900
2000-03-10,88.53131103515625,89.71594053161239,88.15617836127846,88.57079868503811,7924600
2000-03-13,87.56385803222656,88.74848745318114,85.72768242974695,86.3594847875894,10540500
2000-03-14,86.31999206542969,88.51155636535253,86.02383472760228,87.99821697978503,8263900
2000-03-15,88.33390808105469,88.72878473765306,85.9646481414645,86.47798779504237,10300800
2000-03-16,92.46033477783203,92.77623598569991,89.00516531677702,89.47901712857885,25601400
2000-03-17,93.07135772705078,93.74435350814812,92.12124603608981,92.35877395883006,10272900
2000-03-20,92.59637451171875,93.32875284795936,91.70564410277746,93.0318427116456,12502300
2000-03-21,94.4965591430664,94.8528511549171,91.52745904431066,92.18066106603693,13612600
2000-03-22,95.07062530517578,95.54568152156641,94.17989489944334,94.73412715189907,8260000
2000-03-23,96.69371032714844,97.20835443533797,94.47678186110122,94.47678186110122,11654500
2000-03-24,97.26777648925781,98.65335735092815,96.09992976299282,96.83230821844714,11462900
2000-03-27,96.23844909667969,97.40629535268629,96.1592730793233,97.14897329627806,8798600
2000-03-28,95.68421173095703,96.90154293109228,95.38730168214354,95.80297575048242,6334400
2000-03-29,95.783203125,96.5848604357176,94.79350274139802,96.00093720939243,6747500
2000-03-30,94.17986297607422,96.22854221483497,93.19016286073087,95.11018108449697,9491900
2000-03-31,95.24880981445312,96.4760388685878,94.02158076031844,94.773753406401,9249100
2000-04-03,95.802978515625,95.802978515625,94.17987020193053,95.09039437790547,8508200
2000-04-04,95.09042358398438,96.91147249525136,89.55799781551568,96.11971209904833,19585500
2000-04-05,94.4965591430664,95.52584717730174,93.50685911014783,93.6652111154148,8387200
2000-04-06,95.31805419921875,96.08012357657726,94.37783873364656,95.16959912570735,6378500
2000-04-07,95.9217758178711,96.35724405311524,95.32795549708361,96.00095186064274,6023600
2000-04-10,95.54569244384766,96.98075826157688,95.20919425210425,96.11971877093934,9624200
2000-04-11,95.2685775756836,96.04054402601636,93.98196682512895,95.01125542557266,9006400
2000-04-12,92.65570068359375,95.74356423980838,92.57652469497287,95.24871431092782,10779200
2000-04-13,91.36913299560547,93.84338378079842,91.07222290138232,93.40791564260446,12225800
2000-04-14,86.14351654052734,90.45860997017692,84.55999601588529,90.33984593082876,29604000
2000-04-17,89.15223693847656,89.15223693847656,85.31219831368428,85.628902530162,23918200
2000-04-18,91.50774383544922,91.50774383544922,88.53864118017832,89.03349162272346,11069200
2000-04-19,90.65656280517578,91.9233794033267,90.28047662759971,91.52749921640454,6553700
2000-04-20,91.0920181274414,91.1711941536278,90.18149382629792,90.93366607506863,8537600
2000-04-24,90.10232543945312,90.77532171909755,88.9938609788623,89.62726924205705,12893100
2000-04-25,93.84342193603516,93.84342193603516,91.48793423082778,91.60669831680462,14102000
2000-04-26,92.7844467163086,94.21951282552082,92.47763947916665,93.72466244303385,7711100
2000-04-27,92.47762298583984,93.32876549191671,90.57739785599382,90.57739785599382,15595300
2000-04-28,91.9035873413086,93.65535720555711,91.88379333154307,93.1110219370053,8743400
2000-05-01,93.15059661865234,94.05122393402604,92.37863034833201,92.83389250775168,7328300
2000-05-02,91.28994750976562,93.19017191586656,91.28994750976562,92.16088369589522,9411900
2000-05-03,89.15223693847656,91.2108143455817,88.53862251905099,91.2108143455817,12630700
2000-05-04,89.82524108886719,90.17163635529627,89.15224457123354,89.9440051802143,5963600
2000-05-05,90.91387939453125,91.21078951665578,89.27097671877551,89.35015275134205,7862400
2000-05-08,90.23101043701172,90.81493383459684,89.84502717420119,90.4190535650476,5064100
2000-05-09,89.50848388671875,90.83468212210357,88.84538476902634,90.61694808345831,5620300
2000-05-10,87.48950958251953,89.29076419157141,87.251981502205,88.99385409117825,10293900
2000-05-11,89.48867797851562,89.62723598467568,88.12289191779507,88.75629994595532,7091100
2000-05-12,90.45861053466797,90.87428467498044,89.70643828076919,89.82520232085847,5960800
2000-05-15,92.0223617553711,92.2301988812974,89.94399049610803,90.41904678393958,4441300
2000-05-16,92.91307067871094,93.56627292251099,92.0421343536442,92.83389464915942,8192200
2000-05-17,91.94319152832031,92.59639396544294,91.50772323690524,92.2796897535047,5907200
2000-05-18,90.81494140625,92.67557882826124,90.81494140625001,92.2401104954501,4325600
2000-05-19,89.38973999023438,90.72583552817521,88.93447780693602,90.3002643568311,6518400
2000-05-22,88.71675109863281,89.60748153135,86.77693815627092,89.46892346403844,10839400
2000-05-23,87.41033935546875,89.19180007602858,87.13322324338166,88.95427197995393,7979200
2000-05-24,88.83552551269531,89.11264167962439,86.46024408187458,87.41035665420287,11081500
2000-05-25,87.31138610839844,89.82522560868557,87.2322100611453,89.11264118340733,8278900
2000-05-26,87.41033935546875,88.47921578780465,86.98476818333502,87.92498356363048,4814000
2000-05-30,90.26068115234375,90.53779727868866,88.34066227695398,88.67716043037281,5362700
2000-05-31,90.45861053466797,91.21078278856673,90.00334838099239,90.3002584812156,6056500
2000-06-01,92.04214477539062,92.12132081390709,90.57738806283602,91.01285627467658,8961600
2000-06-02,93.64543914794922,94.43719936057191,93.41780808682019,94.33822933399408,8962200
2000-06-05,93.19017028808594,93.88296042404241,93.03181825701019,93.40790433081511,6998100
2000-06-06,92.77452850341797,93.60587695597687,92.41823630946416,92.87349855729403,4858900
2000-06-07,93.41780090332031,93.74440196591272,92.4775857231301,92.87346579899967,4919500
2000-06-08,93.05170440673828,93.58614304085484,92.51726577262171,93.42779085296844,5723100
2000-06-09,92.85367584228516,93.72461204715844,92.24006169794262,93.42770197731528,3085300
2000-06-12,91.76507568359375,93.0912750086155,91.76507568359375,93.0912750086155,3678900
2000-06-13,93.48709869384766,93.58606873269358,91.60666795577535,91.72543200239043,6558700
2000-06-14,93.64543914794922,94.29864132336294,93.2297650363223,93.90276121705159,6420500
2000-06-15,93.84342193603516,94.21950820829517,93.01207333419725,93.82362792170568,5881200
2000-06-16,93.07231140136719,94.1635450673393,92.61597732286975,94.1635450673393,5567900
2000-06-19,94.26274108886719,94.69923452266114,92.85405773435033,92.99294200873932,5106900
2000-06-20,93.9254379272461,94.52065616506134,93.33021968943083,94.08416279066348,6480000
2000-06-21,93.88578796386719,94.24291902543726,93.26080860611954,93.29056952791706,3115000
2000-06-22,92.45724487304688,93.76672516524025,92.06043266329131,93.68736272328913,7490500
2000-06-23,91.66363525390625,92.77470962062026,91.3461854348451,92.57630348370704,4863300
2000-06-26,92.8441390991211,92.85405940461304,91.9810725213218,92.29852229706407,5201300
2000-06-27,92.1596450805664,93.15167570576088,92.0703623242989,92.68542131191947,4159500
